Date,Product_ID,Store_ID,Units_Sold,Revenue,Promotion,Holiday
2022-09-25,P105,S1,125,5625,0,1
2022-09-25,P105,S2,130,5070,1,1
2022-09-25,P105,S3,139,5699,1,1
2022-09-26,P101,S1,95,3515,0,0
2022-09-26,P101,S2,115,3220,1,0
2022-09-26,P101,S3,106,2226,0,0
2022-09-26,P102,S1,92,2116,0,0
2022-09-26,P102,S2,124,4960,1,0
2022-09-26,P102,S3,106,2862,0,0
2022-09-26,P103,S1,127,3429,1,0
2022-09-26,P103,S2,117,2574,0,0
2022-09-26,P103,S3,86,3096,1,0
2022-09-26,P104,S1,108,3888,0,0
2022-09-26,P104,S2,115,4830,0,0
2022-09-26,P104,S3,123,4428,1,0
2022-09-26,P105,S1,106,3922,0,0
2022-09-26,P105,S2,125,2625,0,0
2022-09-26,P105,S3,113,5085,1,0
2022-09-27,P101,S1,133,4123,0,0
2022-09-27,P101,S2,112,2240,0,0
2022-09-27,P101,S3,131,4061,0,0
2022-09-27,P102,S1,121,2420,0,0
2022-09-27,P102,S2,114,2622,0,0
2022-09-27,P102,S3,137,6439,0,0
2022-09-27,P103,S1,124,5704,1,0
2022-09-27,P103,S2,126,5292,0,0
2022-09-27,P103,S3,140,3220,1,0
2022-09-27,P104,S1,97,3298,0,0
2022-09-27,P104,S2,107,3531,1,0
2022-09-27,P104,S3,127,4699,0,0
2022-09-27,P105,S1,114,3306,1,0
2022-09-27,P105,S2,130,4680,0,0
2022-09-27,P105,S3,116,2552,0,0
2022-09-28,P101,S1,107,2247,0,0
2022-09-28,P101,S2,108,3132,0,0
2022-09-28,P101,S3,101,4343,0,0
2022-09-28,P102,S1,132,5808,1,0
2022-09-28,P102,S2,117,4446,0,0
2022-09-28,P102,S3,119,3451,0,0
2022-09-28,P103,S1,137,5343,0,0
2022-09-28,P103,S2,125,5625,0,0
2022-09-28,P103,S3,125,5500,1,0
2022-09-28,P104,S1,88,2376,1,0
2022-09-28,P104,S2,135,3240,0,0
2022-09-28,P104,S3,113,2938,0,0
2022-09-28,P105,S1,80,3920,1,0
2022-09-28,P105,S2,120,3000,0,0
2022-09-28,P105,S3,115,4945,0,0
2022-09-29,P101,S1,104,2912,0,0
2022-09-29,P101,S2,120,4080,1,0
2022-09-29,P101,S3,142,2840,1,0
2022-09-29,P102,S1,137,5754,0,0
2022-09-29,P102,S2,119,5712,0,0
2022-09-29,P102,S3,117,5499,0,0
2022-09-29,P103,S1,114,3192,1,0
2022-09-29,P103,S2,137,5617,1,0
2022-09-29,P103,S3,115,2415,0,0
2022-09-29,P104,S1,112,2912,0,0
2022-09-29,P104,S2,107,5243,0,0
2022-09-29,P104,S3,107,4601,0,0
2022-09-29,P105,S1,143,6864,1,0
2022-09-29,P105,S2,104,2912,0,0
2022-09-29,P105,S3,103,2781,0,0
2022-09-30,P101,S1,98,3038,1,0
2022-09-30,P101,S2,108,2160,0,0
2022-09-30,P101,S3,121,3388,0,0
2022-09-30,P102,S1,107,3852,0,0
2022-09-30,P102,S2,129,3225,1,0
2022-09-30,P102,S3,98,4410,1,0
2022-09-30,P103,S1,122,5734,1,0
2022-09-30,P103,S2,112,4368,0,0
2022-09-30,P103,S3,103,2369,0,0
2022-09-30,P104,S1,120,3960,0,0
2022-09-30,P104,S2,132,2772,0,0
2022-09-30,P104,S3,119,3451,0,0
2022-09-30,P105,S1,119,5712,0,0
2022-09-30,P105,S2,120,4440,1,0
2022-09-30,P105,S3,112,5488,0,0
2022-10-01,P101,S1,126,2520,0,0
2022-10-01,P101,S2,168,6048,1,0
2022-10-01,P101,S3,134,6298,0,0
2022-10-01,P102,S1,135,6075,1,0
2022-10-01,P102,S2,152,3040,0,0
2022-10-01,P102,S3,175,7350,0,0
2022-10-01,P103,S1,140,3500,0,0
2022-10-01,P103,S2,122,2684,0,0
2022-10-01,P103,S3,134,3082,1,0
2022-10-01,P104,S1,137,5754,0,0
2022-10-01,P104,S2,149,5215,1,0
2022-10-01,P104,S3,126,6174,0,0
2022-10-01,P105,S1,161,6923,0,0
2022-10-01,P105,S2,130,4940,1,0
2022-10-01,P105,S3,157,3611,0,0
2022-10-02,P101,S1,164,6888,1,1
2022-10-02,P101,S2,144,3312,0,1
2022-10-02,P101,S3,138,5382,0,1
2022-10-02,P102,S1,128,4480,0,1
2022-10-02,P102,S2,165,4620,1,1
2022-10-02,P102,S3,148,4884,1,1
2022-10-02,P103,S1,117,4680,0,1
2022-10-02,P103,S2,142,4828,0,1
2022-10-02,P103,S3,127,5207,0,1
2022-10-02,P104,S1,134,4020,0,1
2022-10-02,P104,S2,139,4726,1,1
2022-10-02,P104,S3,137,4521,0,1
2022-10-02,P105,S1,127,3302,0,1
2022-10-02,P105,S2,138,6762,0,1
2022-10-02,P105,S3,149,5811,0,1
2022-10-03,P101,S1,123,2706,0,0
2022-10-03,P101,S2,126,3024,0,0
2022-10-03,P101,S3,115,3910,0,0
2022-10-03,P102,S1,132,6072,0,0
2022-10-03,P102,S2,114,5472,1,0
2022-10-03,P102,S3,116,2784,1,0
2022-10-03,P103,S1,89,2047,0,0
2022-10-03,P103,S2,126,3150,0,0
2022-10-03,P103,S3,107,3745,0,0
2022-10-03,P104,S1,114,5244,0,0
2022-10-03,P104,S2,117,5382,0,0
2022-10-03,P104,S3,123,6027,1,0
2022-10-03,P105,S1,123,2706,0,0
2022-10-03,P105,S2,116,4292,0,0
2022-10-03,P105,S3,126,5292,0,0
2022-10-04,P101,S1,116,5220,0,0
2022-10-04,P101,S2,118,3776,0,0
2022-10-04,P101,S3,115,5405,0,0
2022-10-04,P102,S1,93,3441,0,0
2022-10-04,P102,S2,126,5922,0,0
2022-10-04,P102,S3,132,4752,0,0
2022-10-04,P103,S1,120,3600,1,0
2022-10-04,P103,S2,139,4031,0,0
2022-10-04,P103,S3,103,4841,0,0
2022-10-04,P104,S1,94,4136,0,0
2022-10-04,P104,S2,108,2268,1,0
2022-10-04,P104,S3,122,4880,0,0
2022-10-04,P105,S1,98,3038,0,0
2022-10-04,P105,S2,106,4982,0,0
2022-10-04,P105,S3,129,5805,0,0
2022-10-05,P101,S1,129,2967,1,0
2022-10-05,P101,S2,106,2120,1,0
2022-10-05,P101,S3,113,3955,0,0
2022-10-05,P102,S1,109,3924,0,0
2022-10-05,P102,S2,104,2808,0,0
2022-10-05,P102,S3,112,3136,1,0
2022-10-05,P103,S1,110,4400,1,0
2022-10-05,P103,S2,109,4796,0,0
2022-10-05,P103,S3,119,5831,0,0
2022-10-05,P104,S1,128,3968,1,0
2022-10-05,P104,S2,94,3666,0,0
2022-10-05,P104,S3,113,4407,0,0
2022-10-05,P105,S1,89,4094,0,0
2022-10-05,P105,S2,119,4879,0,0
2022-10-05,P105,S3,103,4326,0,0
2022-10-06,P101,S1,127,4699,0,0
2022-10-06,P101,S2,122,2440,0,0
2022-10-06,P101,S3,107,4708,0,0
2022-10-06,P102,S1,145,6380,0,0
2022-10-06,P102,S2,104,2392,0,0
2022-10-06,P102,S3,132,5940,1,0
2022-10-06,P103,S1,161,5957,1,0
2022-10-06,P103,S2,116,4640,0,0
2022-10-06,P103,S3,111,2775,0,0
2022-10-06,P104,S1,125,3250,0,0
2022-10-06,P104,S2,116,4640,1,0
2022-10-06,P104,S3,91,2912,0,0
2022-10-06,P105,S1,140,6860,0,0
2022-10-06,P105,S2,133,6251,0,0
2022-10-06,P105,S3,113,4633,1,0
2022-10-07,P101,S1,125,3250,0,0
2022-10-07,P101,S2,121,3872,0,0
2022-10-07,P101,S3,104,4160,0,0
2022-10-07,P102,S1,122,4514,0,0
2022-10-07,P102,S2,82,2788,1,0
2022-10-07,P102,S3,149,6109,1,0
2022-10-07,P103,S1,121,3630,0,0
2022-10-07,P103,S2,149,5364,1,0
2022-10-07,P103,S3,105,4830,0,0
2022-10-07,P104,S1,115,4025,0,0
2022-10-07,P104,S2,113,3842,0,0
2022-10-07,P104,S3,121,5445,0,0
2022-10-07,P105,S1,104,4368,0,0
2022-10-07,P105,S2,145,6815,1,0
2022-10-07,P105,S3,127,3048,1,0
2022-10-08,P101,S1,143,7007,0,0
2022-10-08,P101,S2,155,4960,1,0
2022-10-08,P101,S3,157,7222,0,0
2022-10-08,P102,S1,153,4743,1,0
2022-10-08,P102,S2,142,6816,0,0
2022-10-08,P102,S3,132,4752,0,0
2022-10-08,P103,S1,153,7344,1,0
2022-10-08,P103,S2,121,5808,1,0
2022-10-08,P103,S3,132,2772,0,0
2022-10-08,P104,S1,130,5720,0,0
2022-10-08,P104,S2,128,4480,0,0
2022-10-08,P104,S3,156,7176,0,0
2022-10-08,P105,S1,148,3552,0,0
2022-10-08,P105,S2,147,3969,1,0
2022-10-08,P105,S3,160,4640,1,0
2022-10-09,P101,S1,136,3944,0,1
2022-10-09,P101,S2,142,2840,1,1
2022-10-09,P101,S3,126,4032,0,1
2022-10-09,P102,S1,140,3500,0,1
2022-10-09,P102,S2,137,6028,1,1
2022-10-09,P102,S3,131,3537,0,1
2022-10-09,P103,S1,154,5390,0,1
2022-10-09,P103,S2,133,4389,0,1
2022-10-09,P103,S3,160,4000,0,1
2022-10-09,P104,S1,156,3276,1,1
2022-10-09,P104,S2,146,4672,0,1
2022-10-09,P104,S3,140,6020,0,1
2022-10-09,P105,S1,141,2961,1,1
2022-10-09,P105,S2,134,4824,0,1
2022-10-09,P105,S3,166,4482,0,1
2022-10-10,P101,S1,110,2200,0,0
2022-10-10,P101,S2,113,4068,0,0
2022-10-10,P101,S3,125,2875,0,0
2022-10-10,P102,S1,109,2834,0,0
2022-10-10,P102,S2,118,3422,0,0
2022-10-10,P102,S3,128,5120,0,0
2022-10-10,P103,S1,109,3052,0,0
2022-10-10,P103,S2,118,5546,0,0
2022-10-10,P103,S3,161,4186,0,0
2022-10-10,P104,S1,106,4558,0,0
2022-10-10,P104,S2,106,3074,1,0
2022-10-10,P104,S3,120,4560,1,0
2022-10-10,P105,S1,106,4558,0,0
2022-10-10,P105,S2,131,4061,1,0
2022-10-10,P105,S3,129,6321,1,0
2022-10-11,P101,S1,125,3875,0,0
2022-10-11,P101,S2,121,5082,1,0
2022-10-11,P101,S3,111,5328,0,0
2022-10-11,P102,S1,105,5145,0,0
2022-10-11,P102,S2,111,3219,0,0
2022-10-11,P102,S3,132,5544,0,0
2022-10-11,P103,S1,113,2486,1,0
2022-10-11,P103,S2,128,4096,0,0
2022-10-11,P103,S3,134,4690,1,0
2022-10-11,P104,S1,148,4292,0,0
2022-10-11,P104,S2,122,5002,0,0
2022-10-11,P104,S3,111,5439,1,0
2022-10-11,P105,S1,108,2808,0,0
2022-10-11,P105,S2,115,3105,1,0
2022-10-11,P105,S3,109,4033,0,0
2022-10-12,P101,S1,123,5043,0,0
2022-10-12,P101,S2,123,4797,1,0
2022-10-12,P101,S3,113,2712,1,0
2022-10-12,P102,S1,118,4956,0,0
2022-10-12,P102,S2,121,3751,1,0
2022-10-12,P102,S3,122,4270,0,0
2022-10-12,P103,S1,96,3552,0,0
2022-10-12,P103,S2,114,5016,0,0
2022-10-12,P103,S3,121,3025,0,0
2022-10-12,P104,S1,118,4602,0,0
2022-10-12,P104,S2,109,2943,0,0
2022-10-12,P104,S3,113,5198,0,0
2022-10-12,P105,S1,141,3525,1,0
2022-10-12,P105,S2,93,2604,1,0
2022-10-12,P105,S3,125,5500,0,0
2022-10-13,P101,S1,117,4563,0,0
2022-10-13,P101,S2,131,2882,0,0
2022-10-13,P101,S3,109,3052,0,0
2022-10-13,P102,S1,117,4446,0,0
2022-10-13,P102,S2,136,2720,0,0
2022-10-13,P102,S3,128,5376,1,0
2022-10-13,P103,S1,101,4545,1,0
2022-10-13,P103,S2,138,4830,1,0
2022-10-13,P103,S3,104,4992,0,0
2022-10-13,P104,S1,151,3171,0,0
2022-10-13,P104,S2,121,3630,0,0
2022-10-13,P104,S3,134,6566,0,0
2022-10-13,P105,S1,109,2289,0,0
2022-10-13,P105,S2,110,3300,0,0
2022-10-13,P105,S3,151,3322,0,0
2022-10-14,P101,S1,103,3502,0,0
2022-10-14,P101,S2,131,2882,0,0
2022-10-14,P101,S3,132,5544,0,0
2022-10-14,P102,S1,132,6204,0,0
2022-10-14,P102,S2,122,5490,0,0
2022-10-14,P102,S3,104,2288,0,0
2022-10-14,P103,S1,128,4736,0,0
2022-10-14,P103,S2,122,2684,1,0
2022-10-14,P103,S3,113,4181,0,0
2022-10-14,P104,S1,132,5412,0,0
2022-10-14,P104,S2,118,3658,1,0
2022-10-14,P104,S3,127,6223,0,0
2022-10-14,P105,S1,147,6174,0,0
2022-10-14,P105,S2,137,5891,0,0
2022-10-14,P105,S3,133,5320,0,0
2022-10-15,P101,S1,118,4720,0,0
2022-10-15,P101,S2,126,5040,0,0
2022-10-15,P101,S3,127,2794,0,0
2022-10-15,P102,S1,133,3857,1,0
2022-10-15,P102,S2,133,5985,0,0
2022-10-15,P102,S3,117,2340,0,0
2022-10-15,P103,S1,131,2751,0,0
2022-10-15,P103,S2,146,2920,0,0
2022-10-15,P103,S3,149,4321,0,0
2022-10-15,P104,S1,144,3744,1,0
2022-10-15,P104,S2,131,5371,1,0
2022-10-15,P104,S3,139,6394,0,0
2022-10-15,P105,S1,127,4191,1,0
2022-10-15,P105,S2,130,6370,0,0
2022-10-15,P105,S3,109,2834,0,0
2022-10-16,P101,S1,137,3288,0,1
2022-10-16,P101,S2,145,6235,0,1
2022-10-16,P101,S3,117,3393,0,1
2022-10-16,P102,S1,151,3020,0,1
2022-10-16,P102,S2,158,4582,1,1
2022-10-16,P102,S3,129,2709,1,1
2022-10-16,P103,S1,147,5439,1,1
2022-10-16,P103,S2,141,5640,0,1
2022-10-16,P103,S3,137,4932,1,1
2022-10-16,P104,S1,140,3920,0,1
2022-10-16,P104,S2,132,3432,0,1
2022-10-16,P104,S3,98,4018,0,1
2022-10-16,P105,S1,137,5069,0,1
2022-10-16,P105,S2,129,4773,0,1
2022-10-16,P105,S3,117,5616,0,1
2022-10-17,P101,S1,124,4340,1,0
2022-10-17,P101,S2,125,3125,0,0
2022-10-17,P101,S3,143,3718,1,0
2022-10-17,P102,S1,138,5244,0,0
2022-10-17,P102,S2,137,5754,0,0
2022-10-17,P102,S3,115,5635,0,0
2022-10-17,P103,S1,111,4440,0,0
2022-10-17,P103,S2,122,5856,0,0
2022-10-17,P103,S3,114,4788,0,0
2022-10-17,P104,S1,149,6705,0,0
2022-10-17,P104,S2,98,4018,0,0
2022-10-17,P104,S3,112,2688,0,0
2022-10-17,P105,S1,91,2912,0,0
2022-10-17,P105,S2,135,6480,0,0
2022-10-17,P105,S3,110,4400,0,0
2022-10-18,P101,S1,92,3588,1,0
2022-10-18,P101,S2,135,3510,0,0
2022-10-18,P101,S3,107,3959,0,0
2022-10-18,P102,S1,150,6750,0,0
2022-10-18,P102,S2,111,4884,0,0
2022-10-18,P102,S3,116,2320,0,0
2022-10-18,P103,S1,118,3186,0,0
2022-10-18,P103,S2,142,3834,0,0
2022-10-18,P103,S3,131,5764,0,0
2022-10-18,P104,S1,98,3920,0,0
2022-10-18,P104,S2,127,4191,0,0
2022-10-18,P104,S3,119,5712,0,0
2022-10-18,P105,S1,117,3159,1,0
2022-10-18,P105,S2,116,2552,1,0
2022-10-18,P105,S3,122,2440,0,0
2022-10-19,P101,S1,142,6958,0,0
2022-10-19,P101,S2,119,5236,1,0
2022-10-19,P101,S3,121,4840,0,0
2022-10-19,P102,S1,144,6912,0,0
2022-10-19,P102,S2,113,2260,0,0
2022-10-19,P102,S3,128,5248,1,0
2022-10-19,P103,S1,137,6165,1,0
2022-10-19,P103,S2,126,5418,0,0
2022-10-19,P103,S3,137,5206,0,0
2022-10-19,P104,S1,132,6204,0,0
2022-10-19,P104,S2,139,3197,0,0
2022-10-19,P104,S3,110,3630,0,0
2022-10-19,P105,S1,137,4110,0,0
2022-10-19,P105,S2,132,3828,0,0
2022-10-19,P105,S3,124,5580,1,0
2022-10-20,P101,S1,77,2387,0,0
2022-10-20,P101,S2,117,5031,0,0
2022-10-20,P101,S3,103,2575,1,0
2022-10-20,P102,S1,104,2184,1,0
2022-10-20,P102,S2,107,2568,1,0
2022-10-20,P102,S3,92,2484,1,0
2022-10-20,P103,S1,109,2616,0,0
2022-10-20,P103,S2,86,4128,0,0
2022-10-20,P103,S3,117,4446,0,0
2022-10-20,P104,S1,115,4255,0,0
2022-10-20,P104,S2,128,2560,0,0
2022-10-20,P104,S3,105,2730,0,0
2022-10-20,P105,S1,134,2680,0,0
2022-10-20,P105,S2,113,5198,0,0
2022-10-20,P105,S3,107,2568,0,0
2022-10-21,P101,S1,124,3472,1,0
2022-10-21,P101,S2,117,5148,0,0
2022-10-21,P101,S3,123,3198,0,0
2022-10-21,P102,S1,114,3306,0,0
2022-10-21,P102,S2,83,2241,1,0
2022-10-21,P102,S3,96,3744,0,0
2022-10-21,P103,S1,113,3051,0,0
2022-10-21,P103,S2,124,3472,0,0
2022-10-21,P103,S3,114,3078,1,0
2022-10-21,P104,S1,101,4444,1,0
2022-10-21,P104,S2,123,6027,1,0
2022-10-21,P104,S3,134,4556,0,0
2022-10-21,P105,S1,142,4118,0,0
2022-10-21,P105,S2,125,5375,0,0
2022-10-21,P105,S3,95,1900,1,0
2022-10-22,P101,S1,145,2900,0,0
2022-10-22,P101,S2,151,4530,0,0
2022-10-22,P101,S3,131,6288,0,0
2022-10-22,P102,S1,145,3915,0,0
2022-10-22,P102,S2,116,5568,0,0
2022-10-22,P102,S3,143,6006,0,0
2022-10-22,P103,S1,135,4185,0,0
2022-10-22,P103,S2,145,5510,0,0
2022-10-22,P103,S3,146,5402,0,0
2022-10-22,P104,S1,151,6644,1,0
2022-10-22,P104,S2,142,6532,0,0
2022-10-22,P104,S3,147,4263,0,0
2022-10-22,P105,S1,116,3480,0,0
2022-10-22,P105,S2,149,3874,0,0
2022-10-22,P105,S3,142,4828,0,0
2022-10-23,P101,S1,154,5236,0,1
2022-10-23,P101,S2,124,3100,0,1
2022-10-23,P101,S3,131,4061,0,1
2022-10-23,P102,S1,138,4830,0,1
2022-10-23,P102,S2,143,6721,0,1
2022-10-23,P102,S3,150,5100,0,1
2022-10-23,P103,S1,134,4154,1,1
2022-10-23,P103,S2,127,6223,0,1
2022-10-23,P103,S3,133,6517,0,1
2022-10-23,P104,S1,127,3048,1,1
2022-10-23,P104,S2,131,5371,1,1
2022-10-23,P104,S3,169,3380,0,1
2022-10-23,P105,S1,118,2714,1,1
2022-10-23,P105,S2,118,5664,0,1
2022-10-23,P105,S3,136,5032,0,1
2022-10-24,P101,S1,86,3956,0,0
2022-10-24,P101,S2,135,3645,0,0
2022-10-24,P101,S3,124,4340,0,0
2022-10-24,P102,S1,123,4797,1,0
2022-10-24,P102,S2,112,2464,1,0
2022-10-24,P102,S3,100,4800,1,0
2022-10-24,P103,S1,111,2331,0,0
2022-10-24,P103,S2,128,5504,0,0
2022-10-24,P103,S3,143,4433,1,0
2022-10-24,P104,S1,123,6027,0,0
2022-10-24,P104,S2,127,5207,1,0
2022-10-24,P104,S3,103,5047,0,0
2022-10-24,P105,S1,113,5537,0,0
2022-10-24,P105,S2,132,6072,0,0
2022-10-24,P105,S3,115,4600,0,0
2022-10-25,P101,S1,140,5600,0,0
2022-10-25,P101,S2,111,3774,0,0
2022-10-25,P101,S3,122,5612,0,0
2022-10-25,P102,S1,120,5040,0,0
2022-10-25,P102,S2,116,3944,0,0
2022-10-25,P102,S3,124,3968,0,0
2022-10-25,P103,S1,118,4130,0,0
2022-10-25,P103,S2,101,2727,1,0
2022-10-25,P103,S3,113,3842,0,0
2022-10-25,P104,S1,124,5084,1,0
2022-10-25,P104,S2,131,3275,0,0
2022-10-25,P104,S3,123,5412,0,0
2022-10-25,P105,S1,107,4173,1,0
2022-10-25,P105,S2,131,6288,1,0
2022-10-25,P105,S3,81,3645,0,0
2022-10-26,P101,S1,135,4050,0,0
2022-10-26,P101,S2,141,5358,1,0
2022-10-26,P101,S3,132,2904,1,0
2022-10-26,P102,S1,102,3366,1,0
2022-10-26,P102,S2,117,3978,0,0
2022-10-26,P102,S3,121,3993,1,0
2022-10-26,P103,S1,119,4522,0,0
2022-10-26,P103,S2,120,5760,0,0
2022-10-26,P103,S3,120,4560,0,0
2022-10-26,P104,S1,112,4256,1,0
2022-10-26,P104,S2,122,4758,1,0
2022-10-26,P104,S3,123,4674,0,0
2022-10-26,P105,S1,129,5547,0,0
2022-10-26,P105,S2,109,5232,1,0
2022-10-26,P105,S3,100,4500,0,0
2022-10-27,P101,S1,143,5291,0,0
2022-10-27,P101,S2,111,4662,1,0
2022-10-27,P101,S3,147,2940,0,0
2022-10-27,P102,S1,82,1886,0,0
2022-10-27,P102,S2,89,2492,0,0
2022-10-27,P102,S3,133,4389,1,0
2022-10-27,P103,S1,123,5658,0,0
2022-10-27,P103,S2,127,6096,0,0
2022-10-27,P103,S3,116,2320,0,0
2022-10-27,P104,S1,125,3875,0,0
2022-10-27,P104,S2,104,2912,1,0
2022-10-27,P104,S3,110,4510,0,0
2022-10-27,P105,S1,105,4305,1,0
2022-10-27,P105,S2,143,3861,0,0
2022-10-27,P105,S3,127,4064,0,0
2022-10-28,P101,S1,125,5375,0,0
2022-10-28,P101,S2,115,3220,0,0
2022-10-28,P101,S3,131,4847,0,0
2022-10-28,P102,S1,103,2781,0,0
2022-10-28,P102,S2,122,5368,0,0
2022-10-28,P102,S3,122,3538,0,0
2022-10-28,P103,S1,143,3718,0,0
2022-10-28,P103,S2,109,3270,0,0
2022-10-28,P103,S3,135,4860,0,0
2022-10-28,P104,S1,113,4859,0,0
2022-10-28,P104,S2,111,5439,0,0
2022-10-28,P104,S3,121,2662,0,0
2022-10-28,P105,S1,131,5895,0,0
2022-10-28,P105,S2,132,2904,1,0
2022-10-28,P105,S3,100,3400,0,0
2022-10-29,P101,S1,133,5453,0,0
2022-10-29,P101,S2,147,6909,1,0
2022-10-29,P101,S3,125,5125,1,0
2022-10-29,P102,S1,160,3360,0,0
2022-10-29,P102,S2,140,4760,0,0
2022-10-29,P102,S3,139,4170,1,0
2022-10-29,P103,S1,123,2460,1,0
2022-10-29,P103,S2,147,6762,0,0
2022-10-29,P103,S3,131,3275,0,0
2022-10-29,P104,S1,126,6048,0,0
2022-10-29,P104,S2,169,6084,1,0
2022-10-29,P104,S3,140,6300,1,0
2022-10-29,P105,S1,129,6192,0,0
2022-10-29,P105,S2,146,3212,0,0
2022-10-29,P105,S3,143,5148,0,0
2022-10-30,P101,S1,124,2728,0,1
2022-10-30,P101,S2,129,5418,0,1
2022-10-30,P101,S3,136,2856,1,1
2022-10-30,P102,S1,114,4560,1,1
2022-10-30,P102,S2,151,3775,0,1
2022-10-30,P102,S3,157,3140,0,1
2022-10-30,P103,S1,135,3645,0,1
2022-10-30,P103,S2,146,3796,0,1
2022-10-30,P103,S3,135,4590,1,1
2022-10-30,P104,S1,138,3036,0,1
2022-10-30,P104,S2,154,6006,0,1
2022-10-30,P104,S3,146,7008,0,1
2022-10-30,P105,S1,126,4788,0,1
2022-10-30,P105,S2,133,3192,0,1
2022-10-30,P105,S3,144,4464,0,1
2022-10-31,P101,S1,143,3718,0,0
2022-10-31,P101,S2,140,6440,0,0
2022-10-31,P101,S3,106,4346,0,0
2022-10-31,P102,S1,83,3403,1,0
2022-10-31,P102,S2,105,5145,1,0
2022-10-31,P102,S3,150,5100,0,0
2022-10-31,P103,S1,116,4872,0,0
2022-10-31,P103,S2,141,5358,0,0
2022-10-31,P103,S3,123,5658,0,0
2022-10-31,P104,S1,99,3564,0,0
2022-10-31,P104,S2,105,4305,1,0
2022-10-31,P104,S3,128,2560,0,0
2022-10-31,P105,S1,118,5428,0,0
2022-10-31,P105,S2,146,3942,0,0
2022-10-31,P105,S3,90,2970,0,0
2022-11-01,P101,S1,128,5504,1,0
2022-11-01,P101,S2,128,5888,0,0
2022-11-01,P101,S3,98,3626,0,0
2022-11-01,P102,S1,132,3036,0,0
2022-11-01,P102,S2,129,5289,0,0
2022-11-01,P102,S3,81,2835,0,0
2022-11-01,P103,S1,131,4061,0,0
2022-11-01,P103,S2,124,5084,0,0
2022-11-01,P103,S3,109,4578,1,0
2022-11-01,P104,S1,117,4446,0,0
2022-11-01,P104,S2,96,2112,0,0
2022-11-01,P104,S3,111,3663,0,0
2022-11-01,P105,S1,112,3248,0,0
2022-11-01,P105,S2,109,4142,0,0
2022-11-01,P105,S3,119,4284,1,0
2022-11-02,P101,S1,104,2704,1,0
2022-11-02,P101,S2,122,2440,1,0
2022-11-02,P101,S3,109,2834,1,0
2022-11-02,P102,S1,91,2275,1,0
2022-11-02,P102,S2,127,3810,0,0
2022-11-02,P102,S3,136,6528,1,0
2022-11-02,P103,S1,128,5120,1,0
2022-11-02,P103,S2,144,5760,0,0
2022-11-02,P103,S3,112,4704,0,0
2022-11-02,P104,S1,123,2460,0,0
2022-11-02,P104,S2,111,3441,0,0
2022-11-02,P104,S3,135,4860,0,0
2022-11-02,P105,S1,123,4551,0,0
2022-11-02,P105,S2,138,4692,0,0
2022-11-02,P105,S3,122,2562,0,0
2022-11-03,P101,S1,116,2436,1,0
2022-11-03,P101,S2,119,4522,0,0
2022-11-03,P101,S3,91,4277,1,0
2022-11-03,P102,S1,143,6721,0,0
2022-11-03,P102,S2,137,3014,1,0
2022-11-03,P102,S3,118,3422,0,0
2022-11-03,P103,S1,127,3683,1,0
2022-11-03,P103,S2,117,3627,0,0
2022-11-03,P103,S3,123,5535,1,0
2022-11-03,P104,S1,124,5084,0,0
2022-11-03,P104,S2,96,3360,0,0
2022-11-03,P104,S3,131,6419,0,0
2022-11-03,P105,S1,116,3480,0,0
2022-11-03,P105,S2,138,4692,0,0
2022-11-03,P105,S3,142,5680,1,0
2022-11-04,P101,S1,135,5670,0,0
2022-11-04,P101,S2,120,4080,0,0
2022-11-04,P101,S3,121,5203,0,0
2022-11-04,P102,S1,125,5875,0,0
2022-11-04,P102,S2,126,5922,1,0
2022-11-04,P102,S3,112,3248,0,0
2022-11-04,P103,S1,123,3075,0,0
2022-11-04,P103,S2,109,3052,1,0
2022-11-04,P103,S3,135,2835,0,0
2022-11-04,P104,S1,139,5560,0,0
2022-11-04,P104,S2,119,4284,0,0
2022-11-04,P104,S3,117,3276,0,0
2022-11-04,P105,S1,133,5320,0,0
2022-11-04,P105,S2,114,3762,0,0
2022-11-04,P105,S3,129,5418,0,0
2022-11-05,P101,S1,153,5202,1,0
2022-11-05,P101,S2,163,4564,1,0
2022-11-05,P101,S3,133,4256,1,0
2022-11-05,P102,S1,156,6396,0,0
2022-11-05,P102,S2,129,5031,0,0
2022-11-05,P102,S3,150,6900,1,0
2022-11-05,P103,S1,152,5928,1,0
2022-11-05,P103,S2,138,6072,0,0
2022-11-05,P103,S3,129,2838,1,0
2022-11-05,P104,S1,142,2840,1,0
2022-11-05,P104,S2,153,4896,0,0
2022-11-05,P104,S3,148,4144,1,0
2022-11-05,P105,S1,145,5800,1,0
2022-11-05,P105,S2,122,5978,0,0
2022-11-05,P105,S3,143,5434,1,0
2022-11-06,P101,S1,147,6027,0,1
2022-11-06,P101,S2,142,4118,1,1
2022-11-06,P101,S3,147,3822,0,1
2022-11-06,P102,S1,140,4340,0,1
2022-11-06,P102,S2,142,6390,0,1
2022-11-06,P102,S3,129,2580,0,1
2022-11-06,P103,S1,125,3250,0,1
2022-11-06,P103,S2,143,5005,0,1
2022-11-06,P103,S3,137,5069,0,1
2022-11-06,P104,S1,137,5343,1,1
2022-11-06,P104,S2,160,7840,1,1
2022-11-06,P104,S3,170,5780,1,1
2022-11-06,P105,S1,127,3175,1,1
2022-11-06,P105,S2,153,4131,1,1
2022-11-06,P105,S3,142,5822,0,1
2022-11-07,P101,S1,143,6721,0,0
